Generation,evals,avg,std,min,max,best_one,fitness_best_one 
697,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
698,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
699,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
700,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
701,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
702,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
703,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
704,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
705,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
706,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
707,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
708,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
709,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
710,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
711,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
712,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
713,322,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
714,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
715,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
716,356,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
717,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
718,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
719,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
720,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
721,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
722,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
723,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
724,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
725,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
726,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
727,364,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
728,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
729,318,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
730,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
731,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
732,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
733,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
734,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
735,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
736,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
737,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
738,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
739,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
740,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
741,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
742,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
743,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
744,356,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
745,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
746,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
747,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
748,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
749,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
750,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
751,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
752,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
753,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
754,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
755,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
756,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
757,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
758,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
759,320,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
760,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
761,324,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
762,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
763,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
764,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
765,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
766,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
767,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
768,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
769,322,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
770,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
771,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
772,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
773,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
774,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
775,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
776,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
777,364,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
778,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
779,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
780,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
781,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
782,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
783,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
